gene_nr,identifier,accession,length,dtm_type,n_signal,n_tm,sp_start,sp_end,sp_length,tm_1_start,tm_1_end,tm_1_length,tm_2_start,tm_2_end,tm_2_length,tm_3_start,tm_3_end,tm_3_length,tm_4_start,tm_4_end,tm_4_length,tm_5_start,tm_5_end,tm_5_length,tm_6_start,tm_6_end,tm_6_length,tm_7_start,tm_7_end,tm_7_length,tm_8_start,tm_8_end,tm_8_length,tm_9_start,tm_9_end,tm_9_length,tm_10_start,tm_10_end,tm_10_length,tm_11_start,tm_11_end,tm_11_length,tm_12_start,tm_12_end,tm_12_length,tm_13_start,tm_13_end,tm_13_length,tm_14_start,tm_14_end,tm_14_length,tm_15_start,tm_15_end,tm_15_length,tm_16_start,tm_16_end,tm_16_length,tm_17_start,tm_17_end,tm_17_length,tm_18_start,tm_18_end,tm_18_length,tm_19_start,tm_19_end,tm_19_length,tm_20_start,tm_20_end,tm_20_length,tm_21_start,tm_21_end,tm_21_length,tm_22_start,tm_22_end,tm_22_length,tm_23_start,tm_23_end,tm_23_length,tm_24_start,tm_24_end,tm_24_length
224810,TGME49_224810,"A0A7J6K0P2,S8GEW2",1786,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224820,TGME49_224820,"A0A7J6K149,S8EU85",196,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224830,TGME49_224830,"A0A7J6K283,S8G5N2",1114,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224840,TGME49_224840,"A0A7J6K1P3,S8F0J0",1324,TM,0,6,,,,172,192,21,207,230,24,243,263,21,383,403,21,415,435,21,447,463,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224845,TGME49_224845,"A0A125YGQ1,A0A7J6JZA4",168,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224850,TGME49_224850,"A0A7J6K0J1,S8GEW7",768,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224860,TGME49_224860,"A0A7J6JZA6,S8G5N6",353,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224870,TGME49_224870,"A0A7J6K1U6,S8EU89",8645,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224880,TGME49_224880,"A0A7J6K098,S8EX90",2008,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224890,TGME49_224890,"A0A7J6K041,S8F0J5",1075,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224900,TGME49_224900,"A0A125YJX9,A0A7J6K0Q1",257,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224905,TGME49_224905,"A0A7J6K158,S8G5N9",149,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224910,TGME49_224910,"A0A7J6K292,S8EU94",255,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224920,TGME49_224920,"A0A7J6K1Q3,S8EX92",1759,TM,0,16,,,,17,42,26,825,845,21,976,996,21,1005,1025,21,1092,1108,17,1126,1138,13,1195,1216,22,1255,1275,21,1354,1368,15,1416,1425,10,1427,1439,13,1446,1463,18,1543,1560,18,1587,1611,25,1690,1712,23,1726,1751,26,,,,,,,,,,,,,,,,,,,,,,,,
224928,TGME49_224928,"A0A7J6JZB3,S8F0J8",1661,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224932,TGME49_224932,"A0A125YMP1,A0A7J6K0K1",162,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224935,TGME49_224935,"A0A7J6JZB6,S8G5P2",1501,TM,0,9,,,,31,48,18,87,109,23,282,294,13,309,329,21,542,562,21,606,634,29,681,690,10,692,701,10,1180,1204,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224940,TGME49_224940,"A0A7J6K1V8,S8EU98",847,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224950,TGME49_224950,"A0A125YQH0,A0A7J6K0A7",682,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224960,TGME49_224960,"A0A7J6K046,S8F0K5",247,TM,0,1,,,,5,27,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224970,TGME49_224970,"A0A7J6K0R1,S8GEY4",1094,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224980,TGME49_224980,"A0A7J6K169,S8G5P6",1114,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224990,TGME49_224990,"A0A7J6K2A1,S8EUA2",154,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225000,TGME49_225000,"A0A7J6K1R1,S8EXA0",1474,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225005,TGME49_225005,S8F0L0,142,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225010,TGME49_225010,"A0A7J6K0K9,S8GEY9",854,TM,0,8,,,,175,196,22,203,223,21,320,331,12,389,407,19,434,457,24,465,482,18,520,540,21,585,606,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225020,TGME49_225020,"A0A7J6JZC8,S8G5Q1",1010,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225028,TGME49_225028,"A0A7J6K1W8,S8EUA7",1318,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225050,TGME49_225050,"A0A7J6K055,S8F0L4",477,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225060,TGME49_225060,"A0A7J6K0S2,S8GEZ4",254,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225070,TGME49_225070,"A0A125YGH3,A0A7J6K178",456,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225080,TGME49_225080,"A0A125YQU0,A0A7J6K2B3",156,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225090,TGME49_225090,"A0A7J6K1R9,S8EXA8",2353,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225105,TGME49_225105,"A0A7J6K0L9,S8G5Q7",1022,TM,0,2,,,,934,951,18,957,974,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225108,TGME49_225108,"A0A7J6JZD7,S8EUB6",919,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225110,TGME49_225110,"A0A7J6K1X8,S8EXB1",1254,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225120,TGME49_225120,"A0A7J6K0C4,S8F0M5",214,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225125,TGME49_225125,"A0A7J6K059,S8GF05",2865,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225130,TGME49_225130,"A0A7J6K0T2,S8G5R0",1383,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225140,TGME49_225140,"A0A7J6K187,S8EUC1",690,TM,0,14,,,,89,105,17,128,141,14,157,176,20,181,201,21,223,243,21,250,268,19,304,324,21,330,347,18,359,372,14,401,418,18,431,448,18,470,481,12,501,521,21,545,565,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225150,TGME49_225150,"A0A7J6K2C1,S8EXB9",691,SP,1,0,1,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225160,TGME49_225160,"A0A7J6K1S7,S8F0M7",373,SP+TM,1,1,1,20,20,108,125,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225170,TGME49_225170,"A0A125YSF8,A0A7J6JZE6",127,TM,0,3,,,,26,40,15,42,52,11,73,93,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225190,TGME49_225190,"A0A7J6K0M7,S8G5R4",1031,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225200,TGME49_225200,"A0A7J6JZE7,S8EXC3",1641,SP+TM,1,1,1,32,32,182,191,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225220,TGME49_225220,"A0A7J6K0D4,S8F0N2",820,SP,1,0,1,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225230,TGME49_225230,"A0A7J6K068,S8GF15",744,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225240,TGME49_225240,"A0A125YJY5,A0A7J6K0U2",231,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225250,TGME49_225250,"A0A125YQP1,A0A7J6K196",122,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225260,TGME49_225260,"A0A7J6K2C8,S8EXC5",1892,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225270,TGME49_225270,"A0A7J6K1T4,S8F0N7",3243,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225280,TGME49_225280,"A0A7J6JZF7,S8GF20",2547,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225290,TGME49_225290,"A0A7J6K0N5,S8G5S0",644,SP,1,0,1,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225300,TGME49_225300,"A0A125YJN5,A0A7J6JZF9",278,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225310,TGME49_225310,"A0A7J6K1Z4,S8EXD0",502,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225315,TGME49_225315,"A0A125YTL6,A0A7J6K0E3",316,SP,1,0,1,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225320,TGME49_225320,"A0A7J6K078,S8GF26",504,SP,1,0,1,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225330,TGME49_225330,"A0A7J6K0V0,S8G5S4",669,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225340,TGME49_225340,"A0A7J6K1A5,S8EUD9",2041,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225350,TGME49_225350,"A0A125YUU5,A0A7J6K2D6",399,SP+TM,1,3,1,31,31,245,262,18,273,286,14,325,345,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225360,TGME49_225360,"A0A7J6K1U3,S8F0P5",756,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225370,TGME49_225370,"A0A7J6JZG6,S8GF31",866,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225380,TGME49_225380,"A0A7J6K0P4,S8G5S9",447,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225400,TGME49_225400,"A0A7J6JZG8,S8EUE3",956,SP,1,0,1,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225410,TGME49_225410,"A0A7J6K204,S8EXE0",216,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225413,TGME49_225413,"A0A7J6K0F0,S8F0Q0",279,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225420,TGME49_225420,"A0A125YGY7,A0A7J6K086",221,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225430,TGME49_225430,"A0A7J6K0V9,S8G5T3",569,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225435,TGME49_225435,"A0A7J6K1B7,S8EXE4",117,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225440,TGME49_225440,"A0A7J6K2E2,S8EUE8",1746,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225450,TGME49_225450,"A0A7J6K1V0,S8GF40",539,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225460,TGME49_225460,"A0A7J6JZH7,S8F0Q5",188,SP,1,0,1,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225470,TGME49_225470,"A0A125YIM7,A0A7J6K0Q3",269,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225480,TGME49_225480,"A0A7J6JZI0,S8EUF3",836,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225490,TGME49_225490,"A0A7J6K214,O97156,Q9BJF4,S8EXE8",711,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225500,TGME49_225500,"A0A7J6K0G4,S8F0Q9",430,TM,0,4,,,,98,121,24,238,260,23,269,284,16,291,311,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225510,TGME49_225510,"A0A7J6K094,S8GF44",1011,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225530,TGME49_225530,"A0A7J6K0X0,S8EUF8",717,TM,0,8,,,,40,60,21,83,103,21,132,152,21,547,567,21,574,596,23,605,626,22,633,653,21,665,685,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225540,TGME49_225540,"A0A7J6K1C7,S8EXF3",501,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225550,TGME49_225550,"A0A7J6K2E9,S8F0R8",427,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225555,TGME49_225555,A0A125YN67,67,TM,0,1,,,,17,39,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225560,TGME49_225560,"A0A7J6K1V7,S8G5U2",1116,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225570,TGME49_225570,"A0A7J6JZI8,S8EUG2",717,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225580,TGME49_225580,"A0A125YLC7,A0A7J6K0R0",244,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225590,TGME49_225590,"A0A7J6JZI9,S8F0S3",1009,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225680,TGME49_225680,"A0A125YVT2,A0A7J6K224",253,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225690,TGME49_225690,"A0A7J6K0H0,S8G5U5",1816,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225710,TGME49_225710,"A0A125YKI7,A0A7J6K0A5",229,TM,0,1,,,,201,218,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225720,TGME49_225720,"A0A7J6K0Y0,S8EXG3",300,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225730,TGME49_225730,"A0A125YLN5,A0A7J6K1D5",128,TM,0,2,,,,50,59,10,61,70,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225745,TGME49_225745,"A0A7J6JZJ8,A0A7J6K1W5,A0A7J6K2F6,S8GF57",12206,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225770,TGME49_225770,"A0A7J6K0S0,S8G5U9",2015,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225780,TGME49_225780,"A0A7J6JZJ9,S8EUG9",474,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225790,TGME49_225790,"A0A125YFI4,A0A7J6K232",189,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225800,TGME49_225800,"A0A7J6K0H8,Q45W12,S8F0T3",518,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225810,TGME49_225810,"A0A7J6K0B0,S8GF62",271,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225820,TGME49_225820,"A0A7J6K0Y9,S8G5V2",510,TM,0,4,,,,110,129,20,134,155,22,164,189,26,472,497,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225830,TGME49_225830,"A0A7J6K1E3,S8EUH2",989,SP+TM,1,1,1,18,18,716,725,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840,TGME49_225840,"A0A7J6K2G6,S8EXH1",686,TM,0,2,,,,450,462,13,469,478,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225850,TGME49_225850,"A0A7J6K1X3,S8F0T7",1555,TM,0,11,,,,52,63,12,668,677,10,791,802,12,822,832,11,843,852,10,867,880,14,904,920,17,929,941,13,1000,1018,19,1045,1065,21,1097,1114,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225860,TGME49_225860,"A0A7J6JZK6,S8GF67",1057,SP+TM,1,1,1,47,47,721,730,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225870,TGME49_225870,"A0A7J6K0T0,S8G5V4",1579,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225880,TGME49_225880,"A0A125YPT3,A0A7J6JZK9",362,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225890,TGME49_225890,"A0A7J6K242,S8EXH4",2114,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225900,TGME49_225900,"A0A7J6K0J6,S8F0U1",1461,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225910,TGME49_225910,"A0A7J6K0C0,S8G5V9",1259,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225920,TGME49_225920,"A0A7J6K0Z8,S8EUI1",946,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225930,TGME49_225930,"A0A125YV68,A0A7J6K1F4,Q1KSE2",253,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225940,TGME49_225940,"A0A7J6K2H3,S8F0U5",315,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225950,TGME49_225950,"A0A7J6K1Y1,S8G5W2",720,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225953,TGME49_225953,"A0A7J6JZL6,S8GF77",146,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225955,TGME49_225955,"A0A7J6K0T9,S8EUI6",532,GLOB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
