gene_nr,uniprot
219820,S8EUC5
219828,S8EQS8
219840,S8EMX4
219850,S8G8I1
219860,S8EUC0
220025,S8G5W9
220060,S8F8M6
220070,A0A125YWJ1
220080,S8GR95
220090,S8GGW3
220100,S8F5K6
220110,S8F8N2
220120,S8FBR7
220132,S8F5L0
220140,A0A125YIP9
220145,S8FBS2
220150,A0A125YNI9
220160,S8GGX3
220170,S8F8P2
220175,S8F5L4
220180,S8FBS4
220190,S8GRA9
220200,S8GGX8
220208,S8F5L6
220212,S8F8P6
220230,S8FBS8
220240,S8GRB2
220250,A0A125YNK6
220260,S8F5M1
220270,S8F8Q1
220280,S8FBT3
220290,S8GRB7
220300,S8GGY6
220310,S8F8Q6
220320,S8F5M5
220330,S8FBT7
220340,S8GRC2
220350,S8GGZ1
220360,S8F5M8
220370,S8F8Q9
220380,S8FBU1
220390,S8GRC7
220400,S8GGZ6
220420,A0A125YGB5
220430,S8F8R2
220440,S8FBU5
220450,S8GRD1
220460,S8GH01
220470,S8F5N3
220480,S8F8R9
220490,S8FBU7
220500,S8GRD5
220510,S8GH04
220520,S8F5N7
220525,S8F8S1
220530,S8FBV1
220540,S8GRE0
220560,S8GH09
220570,S8F5P1
220585,S8FBV5
220600,A0A125YKT5
220610,S8GH13
220630,S8F5Q0
220640,S8F8T0
220650,S8FBV8
220720,S8EQN3
220730,S8EMU7
220740,S8FZ66
220840,S8FDY1
220850,S8GJA9
220860,A0A125YVU3
220870,A0A125YJM3
220880,A0A125YIC9
220890,S8FDY4
220900,S8GTQ4
220910,S8GJB4
220920,S8F7U5
220930,S8FAW6
220940,S8FDY8
220950,S8GTQ9
221160,S8F7U8
221170,A0A125YGE3
221180,S8FDY9
221190,S8GTR1
221200,S8GJC2
221210,S8F7V1
221220,S8FAX5
221230,S8FDZ3
221240,S8GTR6
221250,S8GJC7
221260,S8F7V5
221265,S8FAX9
221270,S8FDZ6
221275,S8GTS2
221280,S8GJD2
221295,S8F7W0
221310,S8FAY3
221320,S8FE00
221330,S8GTS7
221340,S8GJD8
221350,S8F7W3
221360,S8FAY8
221370,S8FE04
221380,S8GTT2
221390,S8GJE3
221400,S8FAZ4
221410,S8F7W8
221415,A0A125YT39
221420,S8GTT5
221430,S8GJE7
221440,S8F7X3
221450,S8FAZ8
221455,S8FE10
221460,S8GTU1
221470,S8GJF4
221480,S8F7X7
221490,S8FB03
221500,S8GTU4
221510,A0A125YPT9
221530,S8FB08
221540,S8FE16
221550,S8GTU8
221560,S8GJG3
221570,S8F7Y7
221580,S8FB13
221585,A0A125YG15
221590,A0A125YN05
221600,S8GJG7
221610,S8F7Z1
221620,A0A125YYZ6
221630,S8FE23
221640,S8GTV6
221660,S8GJH3
221665,S8F7Z6
221670,A0A125YHC4
221675,S8GTW2
221685,A0A125YWB7
221690,S8GJH8
221700,A0A125YGT7
221710,S8FE28
221720,S8FB26
221818,S8FB41
221830,S8GTW7
221840,S8GJI4
221850,S8F805
221855,S8FB31
221860,S8FE32
221865,S8GTX1
221870,S8GJI9
221900,S8GTX6
221910,A0A125YPM1
221922,S8FE38
221930,A0A125YY56
221940,S8GJK1
221950,A0A125YUB5
221970,S8FB45
221980,S8FE42
221990,S8GTY5
222000,S8GJK5
222010,S8F823
222020,S8FB50
222030,S8FE48
222040,S8GTY7
222050,S8GJL0
222060,S8F827
222070,S8FB55
222075,S8FE52
222080,A0A125YPV7
222090,A0A125YWQ9
222100,S8F831
222110,S8FB61
222120,S8FE54
222130,S8GTZ6
222140,S8GJM0
222155,S8FB66
222160,S8FE58
222170,S8GTZ8
222180,S8GJM3
222188,S8F839
222192,S8FB69
222200,S8FE62
222210,S8GU03
222220,S8GJM7
222230,S8F843
222240,S8FB73
222250,S8GU06
222260,A0A125YH33
222270,S8F848
222280,S8FB77
222290,A0A125YPL3
222300,S8GU09
222305,S8GJN7
222310,S8F851
222330,S8FB81
222340,S8FE72
222350,S8GJP0
222360,S8GU11
222370,S8F856
222380,A0A125YMQ9
222385,S8FE78
222390,S8GU15
222400,S8GJP5
222410,A0A125YYE1
222420,S8FB89
222430,S8FE80
222660,S8GJQ0
222700,S8F863
222710,S8FB93
222800,S8FE85
222840,S8GJQ4
222850,A0A125YS65
222860,A0A125YS99
222870,A0A125YHM5
222880,S8FE88
222900,S8GU25
222910,S8GJQ9
222920,A0A125YKI2
222930,S8FBA0
222935,S8FE91
222940,S8GU29
222948,A0A125YPE0
222952,S8F876
222960,S8FBA4
222970,A0A125YMJ0
222990,S8F879
223000,A0A125YL67
223020,S8GU38
223025,A0A125YKX4
223030,S8F883
223040,S8FBB2
223045,S8FEA5
223050,A0A125YYM8
223060,S8GJS7
223070,A0A125YZP2
223080,S8FBB5
223095,S8FEA6
223110,A0A125YWQ2
223120,S8GJT2
223125,S8F891
223130,S8FBC0
223140,S8FEB0
223150,S8G8A6
223270,S8GEL4
223390,S8G5E6
223400,S8ETZ4
223410,A0A125YS62
223420,S8F076
223430,S8GEL7
223440,S8G5E9
223450,S8ETZ6
223470,S8EWZ4
223480,S8F081
223490,S8G5F3
223500,S8EU00
223510,A0A125YJT8
223520,S8F085
223530,A0A125YZA2
223540,S8G5F5
223550,S8EU02
223560,S8F090
223570,S8EX03
223580,S8G5G0
223590,S8GEM6
223600,S8EU05
223610,S8EX07
223620,A0A125YTL1
223630,S8F092
223640,S8G5G2
223660,S8EX11
223668,S8F097
223672,S8GEN4
223680,A0A125YP03
223685,A0A125YGC6
223690,S8EX14
223700,S8F0A1
223710,A0A125YL51
223725,S8G5H0
223750,S8EU13
223760,S8EX17
223770,S8F0A4
223780,S8GEN9
223790,S8G5H2
223800,S8EU16
223810,S8EX21
223830,A0A125YJQ4
223840,S8GEP4
223870,S8EX25
223880,S8F0B3
223900,S8GEP8
223910,A0A125YL01
223915,S8EU24
223920,S8EX30
223930,A0A125YNA1
223940,S8GEQ1
223950,S8G5I1
223960,A0A125YXU8
223970,S8F0C1
223985,S8EX35
224000,S8GEQ4
224010,S8G5I6
224020,S8EU29
224030,S8EX37
224040,S8F0C6
224050,S8GEQ8
224060,A0A125YVC1
224070,S8EU33
224080,S8EX41
224090,S8GER1
224100,S8F0C9
224110,S8G5J3
224130,A0A125YI46
224140,S8EX45
224150,S8F0D4
224160,S8GER6
224170,S8G5J7
224180,S8EU39
224190,S8EX48
224200,S8F0D8
224205,S8GES0
224210,S8G5J9
224220,A0A125YNB3
224230,S8EX52
224235,S8F0E3
224240,S8GES2
224260,S8EU48
224270,S8EX56
224275,S8F0E6
224280,S8GES7
224290,A0A125YSQ1
224310,S8EU53
224320,S8EX59
224330,S8F0F1
224340,S8GET1
224350,S8G5K8
224460,S8EU57
224470,S8EX60
224480,S8F0F6
224490,S8GET6
224510,S8G5L2
224520,A0A125YGA3
224530,S8EX64
224540,S8F0G0
224560,S8GEU0
224570,S8G5L4
224575,S8EU66
224580,S8EX69
224590,S8F0G5
224600,A0A125YQW7
224610,S8G5L8
224620,A0A125YRS4
224630,S8EX73
224650,S8F0G9
224660,S8GEU8
224670,S8G5M2
224680,S8EX77
224700,S8F0H4
224710,S8GEV4
224720,S8G5M4
224730,A0A125YY39
224740,S8EX80
224750,S8F0I0
224760,S8GEV7
224770,S8G5M9
224780,S8EU84
224790,A0A125YSG3
224800,A0A125YY69
224810,S8GEW2
224820,S8EU85
224830,S8G5N2
224840,S8F0J0
224845,A0A125YGQ1
224850,S8GEW7
224860,S8G5N6
224870,S8EU89
224880,S8EX90
224890,S8F0J5
224900,A0A125YJX9
224905,S8G5N9
224910,S8EU94
224920,S8EX92
224928,S8F0J8
224932,A0A125YMP1
224935,S8G5P2
224940,S8EU98
224950,A0A125YQH0
224960,S8F0K5
224970,S8GEY4
224980,S8G5P6
224990,S8EUA2
225000,S8EXA0
225005,S8F0L0
225010,S8GEY9
225020,S8G5Q1
225028,S8EUA7
225050,S8F0L4
225060,S8GEZ4
225070,A0A125YGH3
225080,A0A125YQU0
225090,S8EXA8
225105,S8G5Q7
225108,S8EUB6
225110,S8EXB1
225120,S8F0M5
225125,S8GF05
225130,S8G5R0
225140,S8EUC1
225150,S8EXB9
225160,S8F0M7
225170,A0A125YSF8
225190,S8G5R4
225200,S8EXC3
225220,S8F0N2
225230,S8GF15
225240,A0A125YJY5
225250,A0A125YQP1
225260,S8EXC5
225270,S8F0N7
225280,S8GF20
225290,S8G5S0
225300,A0A125YJN5
225310,S8EXD0
225315,A0A125YTL6
225320,S8GF26
225330,S8G5S4
225340,S8EUD9
225350,A0A125YUU5
225360,S8F0P5
225370,S8GF31
225380,S8G5S9
225400,S8EUE3
225410,S8EXE0
225413,S8F0Q0
225420,A0A125YGY7
225430,S8G5T3
225435,S8EXE4
225440,S8EUE8
225450,S8GF40
225460,S8F0Q5
225470,A0A125YIM7
225480,S8EUF3
225490,S8EXE8
225500,S8F0Q9
225510,S8GF44
225530,S8EUF8
225540,S8EXF3
225550,S8F0R8
225555,A0A125YN67
225560,S8G5U2
225570,S8EUG2
225580,A0A125YLC7
225590,S8F0S3
225680,A0A125YVT2
225690,S8G5U5
225710,A0A125YKI7
225720,S8EXG3
225730,A0A125YLN5
225745,S8GF57
225770,S8G5U9
225780,S8EUG9
225790,A0A125YFI4
225800,S8F0T3
225810,S8GF62
225820,S8G5V2
225830,S8EUH2
225840,S8EXH1
225850,S8F0T7
225860,S8GF67
225870,S8G5V4
225880,A0A125YPT3
225890,S8EXH4
225900,S8F0U1
225910,S8G5V9
225920,S8EUI1
225930,A0A125YV68
225940,S8F0U5
225950,S8G5W2
225953,S8GF77
225955,S8EUI6
225958,S8EXI4
225960,S8F0U9
225970,S8GF82
225980,S8G5W6
225990,S8EUJ1
226000,A0A125YRE3
226010,A0A125YJC8
226020,A0A125YKC2
226030,A0A125YVN4
226040,A0A125YWI5
226050,S8EXJ1
226060,S8G5X3
226068,A0A125YK57
226072,S8EUK0
226080,S8EXJ5
226090,S8F0V9
226220,S8EUK4
226230,S8EXJ9
226240,S8F0W2
226245,S8GFA1
226250,A0A125YSI7
226260,S8EUK8
226270,S8EXK3
226280,A0A125YXA5
226290,S8GFA6
226300,A0A125YG94
226310,S8EUL3
226320,A0A125YPV2
226330,S8F0X0
226340,S8GFB2
226350,S8G5Z4
226370,A0A125YU58
226380,S8EXL5
226390,S8GFB8
226400,S8G5Z7
226410,S8EUM4
226420,S8EXL9
226430,S8F0X6
226440,S8GFC4
226450,S8G602
226460,S8EUM8
226470,S8EXM3
226480,S8F0Y0
226490,S8GFC9
226500,S8G606
226510,S8EUN3
226515,S8EXM7
226520,S8F0Y3
226532,S8GFD6
226540,A0A125YMZ6
226550,A0A125YX10
226560,A0A125YK67
226565,S8F0Y6
226570,A0A125YGY9
226580,S8G616
226590,S8EUP1
226600,A0A125YTW0
226610,S8F0Y9
226620,S8GFE6
226640,A0A125YHN8
226660,S8F0Z2
226670,S8EXN9
226680,S8GFF1
226690,S8G627
226700,S8EUQ1
226705,A0A125YSR0
226710,S8F0Z6
226720,A0A125YK52
226730,A0A125YJV5
226740,A0A125YVV3
226755,S8EXP7
226780,S8F101
226790,S8GFG0
226800,S8G635
226810,S8EUR1
226820,S8EXQ3
226825,S8GFG5
226830,S8F106
226840,S8G642
226850,S8EXQ8
226860,S8EUR6
226870,S8F111
226890,S8G645
226900,S8EUR9
226910,S8EXR5
226920,S8F115
226925,S8GFH5
226930,S8EUS4
226940,S8G650
226950,S8EXR9
226960,A0A125YKV6
226970,A0A125YQR6
226980,S8G656
226990,S8EXS4
227000,S8F125
227010,S8GFI5
227020,S8EUT2
227030,A0A125YJ56
227040,S8GFI9
227050,S8EXS9
227060,S8G668
227070,S8EUT9
227080,S8EXT3
227090,S8F134
227100,A0A125YVH4
227115,S8G672
227130,S8EUU2
227140,S8EXT5
227150,S8F139
227260,S8GFK2
227270,S8G679
227280,A0A125YY45
227290,A0A125YPH4
227300,S8GFK9
227310,S8G684
227320,S8EUV1
227330,S8EXU5
227335,A0A125YYS3
227350,S8GFL5
227360,A0A125YQV2
227370,S8EUV5
227380,S8EXU7
227390,S8F153
227400,S8GFM1
227410,S8G696
227420,S8EUV8
227430,S8EXV0
227440,S8F158
227450,S8GFM7
227560,S8G6A2
227570,A0A125YTP0
227580,S8EXV4
227600,A0A125YXF3
227610,S8G6A7
227615,A0A125YGN8
227620,A0A125YGN4
227630,S8F169
227650,S8G6B6
227660,S8EUW9
227780,S8EXW0
227790,S8F176
227800,S8GFP6
227810,S8G6C2
227820,S8EUX3
227830,S8EXW3
227840,A0A125YPK9
227850,S8GFQ1
227860,S8G6C8
227870,A0A125YRF3
227880,S8F187
227890,S8GFQ6
227900,S8G6D4
227910,A0A125YW21
227920,A0A125YWV1
227930,S8F193
227940,S8GFR1
227948,S8G6E0
227952,A0A125YQT1
227960,S8EXX5
227970,S8F1A0
227980,S8GFR5
227990,S8G6E6
228000,A0A125YVB0
228010,S8GFR9
228020,S8F1A5
228030,S8G6F2
228040,S8EUZ2
228050,S8EXY2
228060,S8F1B1
228065,A0A125YZJ2
228070,S8G6G0
228080,S8EUZ6
228100,S8EXY8
228110,A0A125YYC5
228120,S8GFS8
228130,S8G6G5
228145,A0A125YS86
228150,S8F1C5
228160,S8GFT4
228170,S8G6H2
228175,S8EV05
228180,A0A125YL26
228190,A0A125YGE0
228200,A0A125YSN4
228210,S8G6I9
228220,A0A125YHW8
228230,S8EY42
228240,S8F1E7
228250,S8GFW2
228270,S8G6K0
228280,S8EV76
228290,S8EYA4
228300,A0A125YV80
228310,A0A125YR60
228320,S8G6K3
228330,S8EV78
228340,S8EYA9
228350,S8F1J1
228360,S8GFX3
228370,S8G6K8
228380,S8EV84
228390,S8EYB3
228395,S8F519
228400,S8EVA1
228410,S8G6M8
228420,A0A125YWL0
228430,S8F1L5
228440,S8EYD3
228460,S8EVA0
228470,A0A125YX57
228480,S8GFY9
228490,S8F1L1
228620,S8G6M2
228630,S8GFY7
228640,S8F1K7
228660,S8EYC4
228670,S8EV93
228680,S8G6L8
228690,S8GFY2
228710,S8F1K5
228720,S8EYC1
228730,S8EV89
228750,S8G6L4
228760,S8GFY0
228770,S8F1K1
228780,S8EYB7
228980,S8GBD0
228990,A0A125YRP1
229000,A0A125YP46
229005,S8F6I4
229010,S8F0B5
229020,S8GBC4
229030,S8GKQ0
229140,A0A125YVZ4
229150,S8F381
229160,S8F0B0
229170,S8GBB9
229180,A0A125YUH4
229190,A0A125YG14
229200,S8F375
229210,A0A125YG92
229220,A0A125YRX5
229230,A0A125YV93
229240,A0A125YVQ5
229250,S8F371
229260,A0A125YYW1
229270,A0A125YXP1
229280,A0A125YR64
229290,S8F6G5
229300,S8F367
229310,S8F094
229320,S8GBA6
229330,A0A125YZ89
229340,S8F6G1
229350,S8F361
229360,S8F088
229370,S8GBA0
229380,S8GKM3
229390,S8F6F8
229405,S8F358
229420,A0A125YS54
229440,S8GB95
229450,A0A125YQA7
229460,S8F6F4
229470,A0A125YWR7
229480,A0A125YH73
229490,S8GB91
229500,A0A125YK41
229620,S8F6E9
229630,S8F350
229640,S8F075
229650,A0A125YQX4
229660,A0A125YFF0
229670,A0A125YRX2
229680,A0A125YY99
229690,A0A125YM80
229710,S8GKK2
229720,S8F6E1
229740,S8F063
229750,S8GB77
229770,A0A125YIT0
229780,A0A125YV41
229790,S8F059
229900,S8GKJ3
229910,A0A125YFQ2
229915,S8F337
229920,A0A125YS26
229930,A0A125YYS6
229940,A0A125YII8
229950,A0A125YVJ7
229990,A0A125YJ02
230000,S8F051
230010,S8GB64
230020,A0A125YY28
230030,S8F6C7
230050,A0A125YKW9
230060,A0A125YH14
230070,A0A125YWC2
230080,S8F6C5
230100,A0A125YFK0
230110,S8F042
230122,S8GKH2
230130,A0A125YKX6
230135,S8F322
230140,A0A125YVE6
230150,A0A125YHF2
230160,S8GKG7
230170,S8F6B8
230180,A0A125YG37
230190,A0A125YZ05
230200,S8GB43
230205,S8GKG3
230210,A0A125YHT9
230220,S8F315
230230,S8F031
230340,S8GB40
230350,A0A125YWX8
230380,A0A125YZ70
230400,S8F310
230410,A0A125YZK4
230420,A0A125YIC2
230430,A0A125YLL7
230440,S8F6A7
230450,A0A125YR57
230460,A0A125YQI5
230470,S8GB29
230480,A0A125YLF2
230490,S8F6A4
230500,S8F301
230510,A0A125YP30
230520,A0A125YLU4
230535,S8GKE8
230555,S8F6A0
230570,S8F2Z7
230580,S8F017
230590,S8GB19
230610,S8F015
230630,S8GB13
230640,S8GKE2
230650,A0A125YX23
230690,S8F688
230700,A0A125YM41
230705,S8F009
230710,S8GB07
230820,A0A125YX93
230830,S8F685
230840,A0A125YXW9
230850,A0A125YFA7
230860,A0A125YY16
230870,S8GKD3
230880,A0A125YHB6
230890,S8F2X3
230900,A0A125YQY9
230905,S8GAZ9
230910,S8GKD0
230920,A0A125YFX8
230940,S8F2W9
230950,S8EZZ8
230960,A0A125YIG4
230970,A0A125YU68
230980,S8F673
230990,S8F2W5
231000,A0A125YIF3
231010,S8GAZ2
231020,A0A125YXS7
231030,A0A125YZM1
231040,S8F2W2
231050,A0A125YGB3
231055,A0A125YQ22
231060,S8GKC1
231070,S8F667
231080,A0A125YR21
231090,S8EZY8
231100,A0A125YNP8
231110,A0A125YL33
231120,S8F665
231125,S8F2V4
231130,S8EZY4
231140,S8GAY1
231150,A0A125YRU0
231160,A0A125YPL6
231170,S8F2V2
231175,S8EZY1
231180,A0A125YRI1
231190,A0A125YT96
231200,S8F660
231210,A0A125YPI0
231220,A0A125YTW5
231230,S8GKA5
231280,S8F657
231350,S8F2U3
231360,S8EZX4
231370,S8GAX0
231380,A0A125YT13
231390,S8F655
231400,A0A125YQ52
231410,A0A125YYF7
231420,A0A125YK02
231430,A0A125YMR6
231440,S8F652
231450,A0A125YVK9
231460,S8EZW8
231470,S8GAW4
231480,S8GK91
231590,S8F649
231600,A0A125YHR2
231625,S8F646
231630,A0A125YPZ0
231640,A0A125YFV7
231750,S8GAV7
231770,A0A125YTP7
231780,A0A125YNL8
231790,S8F2S6
231800,A0A125YZF1
231815,S8GAV2
231840,A0A125YG78
231850,A0A125YZ64
231860,A0A125YYE6
231865,A0A125YIC0
231870,S8GAU8
231880,A0A125YH98
231890,S8F632
231900,A0A125YV71
231910,A0A125YUH1
231920,A0A125YJ58
231930,S8GK70
231940,A0A125YMG7
231950,A0A125YYQ9
231960,S8EZU9
231970,A0A125YYU2
231980,S8GK67
231990,A0A125YU17
231991,S8F2R4
231992,S8EZU4
231994,S8GAT7
231996,S8GK62
231998,S8F623
232000,A0A125YJJ8
232010,S8EZU1
232020,S8GAT4
232030,A0A125YM25
232040,A0A125YN56
232050,A0A125YZM0
232060,A0A125YFN2
232080,S8GK56
232085,S8F609
232090,A0A125YLX3
232100,S8EZT5
232110,S8GAS8
232120,S8GK54
232130,A0A125YLA3
232140,A0A125YHV7
232150,S8EZT1
232160,S8GAS3
232170,A0A125YSD0
232190,A0A125YQ40
232200,A0A125YHN2
232210,S8GAR9
232220,A0A125YYT8
232230,A0A125YGX9
232240,A0A125YPW0
232250,A0A125YV29
232260,A0A125YGI5
232270,S8GK43
232280,S8F5Z1
232290,S8F2P0
232300,S8EZS1
232310,A0A125YHJ1
232320,S8GK41
232340,S8F5Y7
232350,A0A125YWC9
232360,S8EZR8
232370,A0A125YTJ6
232380,A0A125YKQ0
232390,A0A125YMK5
232400,S8F2N4
232410,A0A125YMM3
232420,S8GAQ6
232430,S8GK34
232440,A0A125YMJ4
232450,S8F2N2
232475,S8EZR2
232500,S8GAQ1
232510,A0A125YXD9
232520,A0A125YQE2
232530,A0A125YH59
232540,A0A125YYB3
232550,A0A125YI65
232560,S8GK29
232580,A0A125YTI4
232590,A0A125YWW8
232600,S8EZQ6
232610,A0A125YNQ7
232620,A0A125YID8
232630,A0A125YYR3
232640,A0A125YXQ3
232650,A0A125YMY0
232655,A0A125YL88
232660,S8GK24
232670,S8F5W1
232680,A0A125YGE8
232690,S8EZQ0
232700,A0A125YMF6
232710,A0A125YZM9
232720,A0A125YLI2
232730,A0A125YHI8
232740,A0A125YSI4
232750,S8GAN6
232760,A0A125YXL5
232770,A0A125YRF1
232780,S8F2L4
232800,S8EZP4
232815,A0A125YRU8
232830,A0A125YQ93
232940,A0A125YY54
232950,S8EZP0
232955,S8GAN0
232960,A0A125YFP7
232970,A0A125YWX9
232980,S8F2K6
232990,S8EZN7
233000,S8GAM4
233010,S8GK09
233020,A0A125YXV6
233030,S8F2K4
233040,A0A125YY11
233080,A0A125YSI1
233090,S8F2K0
233100,A0A125YWW4
233110,A0A125YHW6
233120,S8GJZ9
233130,A0A125YYW5
233140,A0A125YVZ0
233160,A0A125YTX0
233170,A0A125YPC1
233180,A0A125YXY1
233190,A0A125YK64
233200,A0A125YVW0
233210,S8F5L7
233220,S8F2E2
233230,A0A125YP41
233245,S8GAI2
233260,A0A125YK70
233270,A0A125YVX0
233280,S8F2D6
233290,A0A125YWI9
233300,A0A125YUK6
233310,A0A125YP99
233315,S8F5K9
233320,S8F2D1
233330,A0A125YJ37
233340,S8GAH3
233350,A0A125YLB7
233360,A0A125YS97
233370,S8F5K5
233380,S8EZ82
233390,A0A125YL21
233400,A0A125YXY7
233405,S8F5K1
233410,S8F2C1
233430,S8EZ76
233450,S8GAG4
233460,A0A125YP09
233470,S8F5J5
233480,A0A125YHM6
233490,S8EZ72
233500,A0A125YP67
233520,A0A125YS58
233530,S8F2B2
233540,S8EZ66
233550,S8GAF2
233610,A0A125YK86
233670,A0A125YKU1
233680,A0A125YI33
233695,A0A125YIX0
233710,S8GAE7
233720,A0A125YZK9
233735,S8F5I3
233760,S8F2A3
233770,S8EZ59
233780,S8GAE1
233790,S8F5H7
233792,S8GJT6
233810,S8F297
233820,S8EZ53
233830,S8GAD3
233850,A0A125YKD7
233860,S8EZ47
233870,S8GAC8
233890,S8GJS5
233905,S8F5G5
233920,S8F280
233925,S8EZ42
233930,S8GAC3
233940,S8GJS0
233950,A0A125YTP1
233960,S8F275
234060,S8G8C8
234165,S8EWV8
234180,A0A125YRC7
234190,S8G5B9
234200,S8GEH9
234220,S8F046
234230,S8EWV4
234250,S8ETW5
234270,S8GEH3
234280,S8F041
234300,S8EWV0
234310,S8ETW3
234340,S8G5B4
234350,S8GEG1
234360,S8F040
234370,A0A125YWD7
234375,S8EWP4
234380,S8G5A5
234390,S8GEE6
234400,A0A125YZ68
234420,A0A125YNK2
234430,S8G590
234440,A0A125YFJ7
234450,A0A125YJX2
234460,S8EWM4
234470,S8ETM7
234490,S8G585
234505,A0A125YPN6
234507,S8F013
234510,S8EWL9
234520,S8ETM1
234530,A0A125YP38
234540,S8GED0
234550,A0A125YQ83
234560,S8EWL5
234570,A0A125YZ46
234580,S8G572
234590,S8F002
234600,S8GEC7
234610,S8EWL0
234640,S8G567
234670,S8GEC2
234900,S8EZZ6
234930,S8EWK5
234940,S8ETL2
234950,S8G561
234970,S8GEB4
234980,S8EZZ0
234990,S8EWK0
235000,S8ETK7
235010,S8G555
235020,S8GEA9
235130,S8EZY3
235140,S8EWJ6
235150,A0A125YY02
235160,S8G550
235170,S8GEA3
235200,S8GE96
235315,S8EZX1
235340,S8EWI7
235350,S8ETJ3
235360,S8G538
235370,A0A125YTH7
235380,S8EZW4
235390,S8EWI3
235398,S8ETI9
235402,S8G532
235420,S8GE84
235430,S8EZV9
235440,A0A125YWT5
235450,S8ETI6
235470,S8G527
235478,S8EZV3
235490,S8EWH2
235540,A0A125YH36
235550,S8EZU5
235560,S8EWG8
235580,S8ETH6
235590,S8G511
235600,S8GE63
235610,S8EZT9
235620,A0A125YU47
235630,S8ETH4
235635,S8G503
235640,A0A125YR07
235650,S8EZT2
235660,S8EWF9
235670,S8ETH0
235680,S8G4Z6
235690,S8GE50
235700,A0A125YJ68
235710,S8EWF4
235720,S8ETG7
235730,A0A125YQF4
235740,S8G4Z1
235750,A0A125YXB2
235860,S8EWE8
235880,A0A125YT77
235890,S8EZQ1
235905,S8EWE3
235920,S8ETG1
235930,A0A125YQ54
235950,S8EZP3
235960,S8EWD7
235970,A0A125YRD3
235980,S8G4W7
235990,S8GE29
236000,S8EZN5
236010,S8ETF6
236020,S8EWD3
236030,S8G4W2
236040,A0A125YGE6
236050,S8EZM9
236060,S8EWD0
236070,S8ETF2
236080,S8G4V7
236110,S8GE21
236120,S8EZM2
236130,S8EWC6
236140,S8ETE6
236150,S8G4V0
236160,S8GE16
236190,S8EZL3
236200,S8EWC0
236210,A0A125YS93
236220,S8G4U4
236230,S8EZK9
236240,S8GE11
236250,S8EWB5
236260,S8ETD0
236270,S8G4T7
236280,S8GE06
236290,S8EZK6
236400,S8EWB0
236510,S8G4T1
236520,S8ETC4
236530,A0A125YQD2
236540,S8EZK4
236550,A0A125YSL4
236560,S8EWA6
236570,S8G4S4
236580,A0A125YFG8
236595,S8EZK3
236620,S8EWA2
236630,S8ETB5
236635,S8G4R9
236640,A0A125YLL2
236650,S8EZK1
236660,S8EW99
236670,S8ETB0
236780,S8G4R3
236790,S8GDY8
236800,S8EZJ9
236820,S8EW95
236830,S8G4Q8
236840,S8ETA6
236850,S8GDY4
236860,S8EZJ7
236870,S8EW90
236880,S8ETA0
236890,S8G4Q4
236900,S8GDX8
236910,A0A125YHP5
236920,A0A125YZE2
236930,S8ET97
236940,S8G4Q1
236950,A0A125YVX5
236960,A0A125YH40
236970,S8EW83
236975,A0A125YH28
237000,A0A125YYL2
237010,S8EW79
237015,S8ET88
237020,S8G4P0
237045,S8GDW8
237070,A0A125YJK8
237080,S8ET83
237090,S8G4N6
237100,S8GDW3
237110,A0A125YUA5
237120,S8ET78
237130,S8EW71
237140,S8G4N2
237150,S8GDV7
237160,S8EZI7
237170,S8EW66
237180,S8ET73
237190,A0A125YPB4
237195,S8GDV3
237200,S8EW61
237210,S8EZI5
237220,A0A125YTJ3
237230,S8G4M3
237240,S8GDU7
237250,S8EZI3
237260,S8EW57
237270,S8ET62
237280,S8G4L8
237290,S8GDU3
237410,S8EZI2
237450,S8ET58
237460,S8G4L3
237470,S8GDT8
237480,S8EZI0
237490,S8EW49
237500,S8ET53
237510,S8G4K9
237520,S8GDT4
237530,S8EZH8
237550,S8ET48
237560,S8G4K4
237570,S8GDT0
237585,S8EZH6
237595,S8ET42
237600,S8EW41
237700,S8GPW8
237800,S8FC70
237810,A0A125YSC5
237820,A0A125YYN0
237830,S8F616
237835,A0A125YUE0
237840,A0A125YT47
237860,A0A125YIM3
237870,A0A125YM33
237880,A0A125YR90
237890,A0A125YGJ8
237893,A0A125YIL3
237894,A0A125YYN1
237900,S8F957
238000,S8FB56
238010,A0A125YU29
238020,S8F807
238040,S8GGD3
238050,A0A125YS68
238060,A0A125YP45
238070,A0A125YM83
238080,S8GQQ4
238100,A0A125YUL0
238110,A0A125YM22
238130,A0A125YV70
238140,S8GGC7
238150,A0A125YRJ5
238160,A0A125YS33
238165,S8F7Z5
238170,A0A125YZ20
238180,S8GGC2
238190,A0A125YK37
238200,S8FB39
238210,A0A125YYQ5
238220,A0A125YRU3
238230,A0A125YUC1
238240,A0A125YTA8
238250,A0A125YHS3
238260,A0A125YW02
238270,A0A125YXX1
238380,A0A125YKM9
238390,S8GQN5
238400,A0A125YS18
238410,S8F7Y5
238420,S8F4Y0
238440,A0A125YWA7
238450,A0A125YYA5
238460,A0A125YZQ8
238470,A0A125YR72
238480,S8F4X5
238490,A0A125YMN4
238500,A0A125YYI3
238505,S8FB23
238510,A0A125YMD4
238520,A0A125YS84
238530,S8GGA3
238850,A0A125YM29
238860,A0A125YXH2
238870,A0A125YPR8
238880,S8F4W9
238895,S8GG99
238915,S8GQL9
238930,S8FB14
238940,S8F7X1
238950,S8F4W5
238960,A0A125YVU9
238970,A0A125YGM9
238980,A0A125YK85
